[0, 1, 3, 4, 5, 7, 2, 6, 9, 8, 0] 61
[0, 1, 3, 4, 5, 7, 2, 8, 9, 6, 0] 64
[0, 1, 3, 4, 5, 7, 9, 6, 2, 8, 0] 59
[0, 1, 3, 4, 5, 7, 9, 8, 2, 6, 0] 68
[0, 1, 3, 4, 7, 5, 2, 6, 9, 8, 0] 63
[0, 1, 3, 4, 7, 5, 2, 8, 9, 6, 0] 66
[0, 1, 3, 4, 7, 5, 9, 6, 2, 8, 0] 62
[0, 1, 3, 4, 7, 5, 9, 8, 2, 6, 0] 71
[0, 1, 3, 4, 8, 2, 5, 7, 9, 6, 0] 44
[0, 1, 3, 4, 8, 2, 7, 5, 9, 6, 0] 62
[0, 1, 3, 4, 8, 9, 5, 7, 2, 6, 0] 71
[0, 1, 3, 4, 8, 9, 7, 5, 2, 6, 0] 75
[0, 1, 3, 6, 2, 4, 5, 7, 9, 8, 0] 61
[0, 1, 3, 6, 2, 4, 7, 5, 9, 8, 0] 64
[0, 1, 3, 6, 2, 5, 4, 7, 9, 8, 0] 55
[0, 1, 3, 6, 2, 5, 9, 7, 4, 8, 0] 61
[0, 1, 3, 6, 2, 7, 4, 5, 9, 8, 0] 61
[0, 1, 3, 6, 2, 7, 9, 5, 4, 8, 0] 66
[0, 1, 3, 6, 2, 9, 5, 7, 4, 8, 0] 69
[0, 1, 3, 6, 2, 9, 7, 5, 4, 8, 0] 71
[0, 1, 3, 6, 9, 2, 5, 7, 4, 8, 0] 60
[0, 1, 3, 6, 9, 2, 7, 5, 4, 8, 0] 65
[0, 1, 3, 6, 9, 5, 2, 7, 4, 8, 0] 55
[0, 1, 3, 6, 9, 5, 4, 7, 2, 8, 0] 59
[0, 1, 3, 6, 9, 5, 7, 2, 4, 8, 0] 66
[0, 1, 3, 6, 9, 5, 7, 4, 2, 8, 0] 69
[0, 1, 3, 6, 9, 5, 7, 4, 8, 2, 0] 71
[0, 1, 3, 6, 9, 7, 2, 5, 4, 8, 0] 58
[0, 1, 3, 6, 9, 7, 4, 5, 2, 8, 0] 61
[0, 1, 3, 6, 9, 7, 5, 2, 4, 8, 0] 67
[0, 1, 3, 6, 9, 7, 5, 4, 2, 8, 0] 71
[0, 1, 3, 6, 9, 7, 5, 4, 8, 2, 0] 73
[0, 1, 3, 6, 9, 8, 4, 5, 7, 2, 0] 80
[0, 1, 3, 6, 9, 8, 4, 7, 5, 2, 0] 82
[0, 1, 3, 7, 2, 5, 4, 8, 9, 6, 0] 52
[0, 1, 3, 7, 2, 6, 9, 5, 4, 8, 0] 58
[0, 1, 3, 7, 2, 8, 4, 5, 9, 6, 0] 61
[0, 1, 3, 7, 4, 5, 2, 6, 9, 8, 0] 64
[0, 1, 3, 7, 4, 5, 2, 8, 9, 6, 0] 67
[0, 1, 3, 7, 4, 5, 9, 6, 2, 8, 0] 63
[0, 1, 3, 7, 4, 5, 9, 8, 2, 6, 0] 72
[0, 1, 3, 7, 4, 8, 2, 5, 9, 6, 0] 51
[0, 1, 3, 7, 4, 8, 9, 5, 2, 6, 0] 72
[0, 1, 3, 7, 5, 2, 4, 8, 9, 6, 0] 61
[0, 1, 3, 7, 5, 4, 2, 6, 9, 8, 0] 74
[0, 1, 3, 7, 5, 4, 2, 8, 9, 6, 0] 77
[0, 1, 3, 7, 5, 4, 8, 2, 9, 6, 0] 72
[0, 1, 3, 7, 5, 4, 8, 9, 2, 6, 0] 79
[0, 1, 3, 7, 5, 4, 8, 9, 6, 2, 0] 81
[0, 1, 3, 7, 5, 9, 6, 2, 4, 8, 0] 72
[0, 1, 3, 7, 5, 9, 8, 4, 2, 6, 0] 84
[0, 1, 3, 7, 9, 5, 4, 8, 2, 6, 0] 75
[0, 1, 3, 7, 9, 6, 2, 5, 4, 8, 0] 74
[0, 1, 3, 7, 9, 8, 4, 5, 2, 6, 0] 86
[0, 1, 3, 8, 2, 4, 5, 7, 9, 6, 0] 51
[0, 1, 3, 8, 2, 4, 7, 5, 9, 6, 0] 54
[0, 1, 3, 8, 2, 5, 4, 7, 9, 6, 0] 45
[0, 1, 3, 8, 2, 7, 4, 5, 9, 6, 0] 63
[0, 1, 3, 8, 4, 2, 5, 7, 9, 6, 0] 52
[0, 1, 3, 8, 4, 2, 7, 5, 9, 6, 0] 70
[0, 1, 3, 8, 4, 5, 2, 7, 9, 6, 0] 62
[0, 1, 3, 8, 4, 5, 7, 2, 9, 6, 0] 72
[0, 1, 3, 8, 4, 5, 7, 9, 2, 6, 0] 72
[0, 1, 3, 8, 4, 5, 7, 9, 6, 2, 0] 74
[0, 1, 3, 8, 4, 5, 9, 7, 2, 6, 0] 77
[0, 1, 3, 8, 4, 7, 2, 5, 9, 6, 0] 53
[0, 1, 3, 8, 4, 7, 5, 2, 9, 6, 0] 74
[0, 1, 3, 8, 4, 7, 5, 9, 2, 6, 0] 75
[0, 1, 3, 8, 4, 7, 5, 9, 6, 2, 0] 77
[0, 1, 3, 8, 4, 7, 9, 5, 2, 6, 0] 77
[0, 1, 3, 8, 9, 5, 4, 7, 2, 6, 0] 74
[0, 1, 3, 8, 9, 5, 7, 4, 2, 6, 0] 84
[0, 1, 3, 8, 9, 7, 4, 5, 2, 6, 0] 78
[0, 1, 3, 8, 9, 7, 5, 4, 2, 6, 0] 88
[0, 1, 4, 2, 5, 7, 3, 6, 9, 8, 0] 46
[0, 1, 4, 2, 5, 7, 3, 8, 9, 6, 0] 48
[0, 1, 4, 2, 5, 7, 9, 6, 3, 8, 0] 41
[0, 1, 4, 2, 5, 7, 9, 8, 3, 6, 0] 50
[0, 1, 4, 2, 6, 3, 7, 5, 9, 8, 0] 59
[0, 1, 4, 2, 6, 9, 5, 7, 3, 8, 0] 54
[0, 1, 4, 2, 7, 5, 9, 6, 3, 8, 0] 59
[0, 1, 4, 2, 7, 5, 9, 8, 3, 6, 0] 68
[0, 1, 4, 2, 8, 3, 7, 5, 9, 6, 0] 62
[0, 1, 4, 2, 8, 9, 5, 7, 3, 6, 0] 69
[0, 1, 4, 3, 6, 2, 5, 7, 9, 8, 0] 64
[0, 1, 4, 3, 6, 2, 7, 5, 9, 8, 0] 70
[0, 1, 4, 3, 6, 9, 5, 7, 2, 8, 0] 68
[0, 1, 4, 3, 6, 9, 7, 5, 2, 8, 0] 70
[0, 1, 4, 3, 7, 5, 2, 6, 9, 8, 0] 73
[0, 1, 4, 3, 7, 5, 2, 8, 9, 6, 0] 76
[0, 1, 4, 3, 7, 5, 9, 6, 2, 8, 0] 72
[0, 1, 4, 3, 7, 5, 9, 8, 2, 6, 0] 81
[0, 1, 4, 3, 8, 2, 5, 7, 9, 6, 0] 54
[0, 1, 4, 3, 8, 2, 7, 5, 9, 6, 0] 72
[0, 1, 4, 3, 8, 9, 5, 7, 2, 6, 0] 81
[0, 1, 4, 3, 8, 9, 7, 5, 2, 6, 0] 85
[0, 1, 4, 5, 2, 6, 3, 7, 9, 8, 0] 61
[0, 1, 4, 5, 2, 6, 9, 7, 3, 8, 0] 56
[0, 1, 4, 5, 2, 7, 3, 6, 9, 8, 0] 66
[0, 1, 4, 5, 2, 7, 3, 8, 9, 6, 0] 68
[0, 1, 4, 5, 2, 7, 9, 6, 3, 8, 0] 61
[0, 1, 4, 5, 2, 7, 9, 8, 3, 6, 0] 70
[0, 1, 4, 5, 2, 8, 3, 7, 9, 6, 0] 64
[0, 1, 4, 5, 2, 8, 9, 7, 3, 6, 0] 73
[0, 1, 4, 5, 7, 2, 6, 9, 8, 3, 0] 74
[0, 1, 4, 5, 7, 2, 8, 9, 6, 3, 0] 77
[0, 1, 4, 5, 7, 2, 9, 6, 3, 8, 0] 70
[0, 1, 4, 5, 7, 2, 9, 8, 3, 6, 0] 79
[0, 1, 4, 5, 7, 3, 6, 2, 9, 8, 0] 79
[0, 1, 4, 5, 7, 3, 6, 9, 2, 8, 0] 72
[0, 1, 4, 5, 7, 3, 6, 9, 8, 2, 0] 81
[0, 1, 4, 5, 7, 3, 8, 2, 9, 6, 0] 74
[0, 1, 4, 5, 7, 3, 8, 9, 2, 6, 0] 81
[0, 1, 4, 5, 7, 3, 8, 9, 6, 2, 0] 83
[0, 1, 4, 5, 7, 9, 2, 6, 3, 8, 0] 71
[0, 1, 4, 5, 7, 9, 2, 8, 3, 6, 0] 74
[0, 1, 4, 5, 7, 9, 6, 2, 8, 3, 0] 69
[0, 1, 4, 5, 7, 9, 6, 3, 8, 2, 0] 76
[0, 1, 4, 5, 7, 9, 8, 2, 6, 3, 0] 83
[0, 1, 4, 5, 7, 9, 8, 3, 6, 2, 0] 85
[0, 1, 4, 5, 9, 6, 2, 7, 3, 8, 0] 67
[0, 1, 4, 5, 9, 6, 3, 7, 2, 8, 0] 75
[0, 1, 4, 5, 9, 7, 2, 6, 3, 8, 0] 72
[0, 1, 4, 5, 9, 7, 2, 8, 3, 6, 0] 75
[0, 1, 4, 5, 9, 7, 3, 6, 2, 8, 0] 77
[0, 1, 4, 5, 9, 7, 3, 8, 2, 6, 0] 79
[0, 1, 4, 5, 9, 8, 2, 7, 3, 6, 0] 86
[0, 1, 4, 5, 9, 8, 3, 7, 2, 6, 0] 88
[0, 1, 4, 7, 2, 5, 9, 6, 3, 8, 0] 48
[0, 1, 4, 7, 2, 5, 9, 8, 3, 6, 0] 57
[0, 1, 4, 7, 3, 6, 2, 5, 9, 8, 0] 69
[0, 1, 4, 7, 3, 6, 9, 5, 2, 8, 0] 67
[0, 1, 4, 7, 3, 8, 2, 5, 9, 6, 0] 55
[0, 1, 4, 7, 3, 8, 9, 5, 2, 6, 0] 76
[0, 1, 4, 7, 5, 2, 6, 9, 8, 3, 0] 80
[0, 1, 4, 7, 5, 2, 8, 9, 6, 3, 0] 83
[0, 1, 4, 7, 5, 2, 9, 6, 3, 8, 0] 76
[0, 1, 4, 7, 5, 2, 9, 8, 3, 6, 0] 85
[0, 1, 4, 7, 5, 9, 2, 6, 3, 8, 0] 74
[0, 1, 4, 7, 5, 9, 2, 8, 3, 6, 0] 77
[0, 1, 4, 7, 5, 9, 6, 2, 8, 3, 0] 72
[0, 1, 4, 7, 5, 9, 6, 3, 8, 2, 0] 79
[0, 1, 4, 7, 5, 9, 8, 2, 6, 3, 0] 86
[0, 1, 4, 7, 5, 9, 8, 3, 6, 2, 0] 88
[0, 1, 4, 7, 9, 5, 2, 6, 3, 8, 0] 76
[0, 1, 4, 7, 9, 5, 2, 8, 3, 6, 0] 79
[0, 1, 4, 8, 2, 5, 7, 9, 6, 3, 0] 59
[0, 1, 4, 8, 2, 5, 9, 7, 3, 6, 0] 62
[0, 1, 4, 8, 2, 6, 9, 5, 7, 3, 0] 72
[0, 1, 4, 8, 2, 7, 5, 9, 6, 3, 0] 77
[0, 1, 4, 8, 2, 9, 5, 7, 3, 6, 0] 77
[0, 1, 4, 8, 3, 6, 9, 5, 7, 2, 0] 77
[0, 1, 4, 8, 3, 6, 9, 7, 5, 2, 0] 79
[0, 1, 4, 8, 3, 7, 2, 5, 9, 6, 0] 57
[0, 1, 4, 8, 3, 7, 5, 2, 9, 6, 0] 78
[0, 1, 4, 8, 3, 7, 5, 9, 2, 6, 0] 79
[0, 1, 4, 8, 3, 7, 5, 9, 6, 2, 0] 81
[0, 1, 4, 8, 3, 7, 9, 5, 2, 6, 0] 81
[0, 1, 4, 8, 9, 2, 5, 7, 3, 6, 0] 68
[0, 1, 4, 8, 9, 5, 2, 7, 3, 6, 0] 78
[0, 1, 4, 8, 9, 5, 7, 2, 6, 3, 0] 84
[0, 1, 4, 8, 9, 5, 7, 3, 6, 2, 0] 88
[0, 1, 4, 8, 9, 6, 2, 5, 7, 3, 0] 78
